SK Size,PK Size,Key Gen Time,Sign Size,Sign Time,Verify Time,Name
64,32,0.13098788261413574,9248,2.9957692623138428,0.010970592498779297,SPHINCS+ 128S
64,32,0.017496824264526367,15824,0.5441234111785889,0.02194046974182129,SPHINCS+ 128F
96,48,0.09532451629638672,19800,9.61896276473999,0.015154361724853516,SPHINCS+ 192S
96,48,0.02451634407043457,34440,0.8139092922210693,0.02892303466796875,SPHINCS+ 192F
128,64,0.24958348274230957,34848,9.091089487075806,0.019948482513427734,SPHINCS+ 256S
128,64,0.06147170066833496,48352,1.7108252048492432,0.029918670654296875,SPHINCS+ 256F
64,32,0.5641961097717285,6245,195.6764109134674,0.09629297256469727,SPHINCS+C1 128S
64,32,0.01747274398803711,14689,0.7118470668792725,0.021939516067504883,SPHINCS+C1 128F
96,48,0.42264628410339355,13381,239.6008358001709,0.13525938987731934,SPHINCS+C1 192S
96,48,0.026550769805908203,32725,1.048339605331421,0.031954288482666016,SPHINCS+C1 192F
128,64,0.6474506855010986,25957,287.04920506477356,0.1063380241394043,SPHINCS+C1 256S
128,64,0.06782007217407227,46491,1.9508671760559082,0.0309140682220459,SPHINCS+C1 256F
64,32,0.5066373348236084,5893,189.42677235603333,0.08428573608398438,SPHINCS+C2 128S
64,32,0.015955686569213867,13687,0.6663365364074707,0.02045726776123047,SPHINCS+C2 128F
96,48,0.3866913318634033,12853,232.3619623184204,0.12727570533752441,SPHINCS+C2 192S
96,48,0.024898529052734375,31212,1.0395841598510742,0.030914783477783203,SPHINCS+C2 192F
128,64,0.618908166885376,25253,282.5905933380127,0.1012420654296875,SPHINCS+C2 256S
128,64,0.0643467903137207,44954,1.9342296123504639,0.03152775764465332,SPHINCS+C2 256F
64,32,0.44315099716186523,5541,186.17053294181824,0.07244992256164551,SPHINCS+C3 128S
64,32,0.013994932174682617,12681,0.9932961463928223,0.01886296272277832,SPHINCS+C3 128F
96,48,0.3627772331237793,12325,230.108633518219,0.11976981163024902,SPHINCS+C3 192S
96,48,0.024094343185424805,29708,1.2586326599121094,0.028923988342285156,SPHINCS+C3 192F
128,64,0.591874361038208,24549,278.65566420555115,0.09728574752807617,SPHINCS+C3 256S
128,64,0.06207704544067383,43426,1.9971070289611816,0.028920888900756836,SPHINCS+C3 256F
64,32,0.3846127986907959,5189,181.30298233032227,0.06540918350219727,SPHINCS+C4 128S
64,32,0.012965202331542969,11678,5.8853065967559814,0.016954421997070312,SPHINCS+C4 128F
96,48,0.32886815071105957,11797,224.43068027496338,0.10828948020935059,SPHINCS+C4 192S
96,48,0.021521806716918945,28196,2.6725287437438965,0.025931835174560547,SPHINCS+C4 192F
128,64,0.5658843517303467,23845,274.66280341148376,0.0910952091217041,SPHINCS+C4 256S
128,64,0.05960965156555176,41890,2.5097243785858154,0.02692556381225586,SPHINCS+C4 256F
