SK Size,PK Size,Key Gen Time,Sign Size,Sign Time,Verify Time,Name
64,32,0.23834609985351562,9248,4.561851501464844,0.018978357315063477,SPHINCS+ 128S
64,32,0.02853107452392578,15824,0.8897998332977295,0.03638601303100586,SPHINCS+ 128F
96,48,0.16080236434936523,19800,12.825195789337158,0.02644181251525879,SPHINCS+ 192S
96,48,0.0388951301574707,34440,1.2482030391693115,0.05034494400024414,SPHINCS+ 192F
128,64,0.43476271629333496,34848,13.453407287597656,0.033422231674194336,SPHINCS+ 256S
128,64,0.10169339179992676,48352,2.6871538162231445,0.06180596351623535,SPHINCS+ 256F
64,32,0.5856139659881592,6245,209.48943257331848,0.04957389831542969,SPHINCS+C1 128S
64,32,0.01930713653564453,14689,0.7130208015441895,0.023056983947753906,SPHINCS+C1 128F
96,48,0.4537632465362549,13381,275.83998465538025,0.07936334609985352,SPHINCS+C1 192S
96,48,0.038871049880981445,32724,1.2316036224365234,0.034874916076660156,SPHINCS+C1 192F
128,64,0.7732248306274414,25957,343.61064434051514,0.06054496765136719,SPHINCS+C1 256S
128,64,0.07467818260192871,46491,2.2165591716766357,0.03252601623535156,SPHINCS+C1 256F
64,32,0.5403072834014893,5893,227.47949957847595,0.07306742668151855,SPHINCS+C2 128S
64,32,0.020503520965576172,13683,0.8722896575927734,0.023595094680786133,SPHINCS+C2 128F
96,48,0.44440221786499023,12853,276.65714621543884,0.07094979286193848,SPHINCS+C2 192S
96,48,0.029788970947265625,31215,1.284217119216919,0.036197662353515625,SPHINCS+C2 192F
128,64,0.7178685665130615,25253,363.95546770095825,0.07047390937805176,SPHINCS+C2 256S
128,64,0.08590221405029297,44956,2.4027137756347656,0.03986334800720215,SPHINCS+C2 256F
64,32,0.5174810886383057,5541,245.2480185031891,0.03892374038696289,SPHINCS+C3 128S
64,32,0.013994455337524414,12679,1.0090274810791016,0.017554044723510742,SPHINCS+C3 128F
96,48,0.37606191635131836,12325,260.7969057559967,0.050803184509277344,SPHINCS+C3 192S
96,48,0.024435997009277344,29707,1.3612427711486816,0.028889894485473633,SPHINCS+C3 192F
128,64,0.6059491634368896,24536,13.640274047851562,0.04938101768493652,SPHINCS+C3 256S
128,64,0.06399679183959961,43421,2.23486590385437,0.03684401512145996,SPHINCS+C3 256F
64,32,0.4014554023742676,5189,204.27952814102173,0.030883312225341797,SPHINCS+C4 128S
64,32,0.012996912002563477,11679,13.316866874694824,0.016953229904174805,SPHINCS+C4 128F
96,48,0.34624528884887695,11797,257.1330614089966,0.05310201644897461,SPHINCS+C4 192S
96,48,0.022516727447509766,28197,3.036555528640747,0.02861499786376953,SPHINCS+C4 192F
128,64,0.6359524726867676,23845,336.3785729408264,0.05246853828430176,SPHINCS+C4 256S
128,64,0.06428050994873047,41890,2.998670816421509,0.03241300582885742,SPHINCS+C4 256F
